case_id,query_order,requested_chemsys,expected_family_from_chemsys,expected_scope_family,actual_inferred_requested_family,actual_scope_family,matches_chemistry_family,top_prompt_family,family_prior,retrieval_strategy_count,retrieval_modes,strategy_payloads
extreme_temperature_refractory,2,Ni-Cr-Co,Ni-based superalloy-like candidate,Ni-based superalloy,Ni-based superalloy-like candidate,Ni-based superalloy,True,Ni-based superalloy,0.88,5,exact; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys,Ni-Cr-Co; Co-Cr-W; Co-Cr-Ni; Co-Cr-Mo; Co-Cr-Ni-W
extreme_temperature_refractory,3,Ni-Co-Al,Ni-based superalloy-like candidate,Ni-based superalloy,Ni-based superalloy-like candidate,Ni-based superalloy,True,Ni-based superalloy,0.88,8,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Ni-Co-Al; Ni-Cr-Al; Ni-Cr-Co; Ni-Cr-Ti; Ni-Cr-Co-Al; Ni-Cr-Co-Ti; Ni-Cr-Co-Al-Ti; Ni-Cr-Co-Mo
extreme_temperature_refractory,4,Ni-Cr-Ti,Ni-based superalloy-like candidate,Ni-based superalloy,Ni-based superalloy-like candidate,Ni-based superalloy,True,Ni-based superalloy,0.88,8,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Ni-Cr-Ti; Ni-Cr-Al; Ni-Cr-Co; Ni-Co-Al; Ni-Cr-Co-Al; Ni-Cr-Co-Ti; Ni-Cr-Co-Al-Ti; Ni-Cr-Co-Mo
extreme_temperature_refractory,5,Ni-Cr-Co-Al,Ni-based superalloy-like candidate,Ni-based superalloy,Ni-based superalloy-like candidate,Ni-based superalloy,True,Ni-based superalloy,0.88,8,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Ni-Cr-Co-Al; Ni-Cr-Al; Ni-Cr-Co; Ni-Co-Al; Ni-Cr-Ti; Ni-Cr-Co-Ti; Ni-Cr-Co-Al-Ti; Ni-Cr-Co-Mo
extreme_temperature_refractory,6,Ni-Cr-Co-Ti,Ni-based superalloy-like candidate,Ni-based superalloy,Ni-based superalloy-like candidate,Ni-based superalloy,True,Ni-based superalloy,0.88,8,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Ni-Cr-Co-Ti; Ni-Cr-Al; Ni-Cr-Co; Ni-Co-Al; Ni-Cr-Ti; Ni-Cr-Co-Al; Ni-Cr-Co-Al-Ti; Ni-Cr-Co-Mo
extreme_temperature_refractory,7,Mo-Nb-Ti,Refractory-alloy-like candidate,Refractory alloy concept,Refractory-alloy-like candidate,Refractory alloy concept,True,Ni-based superalloy,0.68,5,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Mo-Nb-Ti; Mo-Nb-Ta; Nb-Ti-Zr; Mo-Nb-Ti-Zr; Mo-Nb-Ta-Ti
extreme_temperature_refractory,8,Mo-Nb-Ta,Refractory-alloy-like candidate,Refractory alloy concept,Refractory-alloy-like candidate,Refractory alloy concept,True,Ni-based superalloy,0.68,5,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Mo-Nb-Ta; Mo-Nb-Ti; Nb-Ti-Zr; Mo-Nb-Ti-Zr; Mo-Nb-Ta-Ti
extreme_temperature_refractory,9,Nb-Ti-Zr,Refractory-alloy-like candidate,Refractory alloy concept,Refractory-alloy-like candidate,Refractory alloy concept,True,Ni-based superalloy,0.68,5,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Nb-Ti-Zr; Mo-Nb-Ti; Mo-Nb-Ta; Mo-Nb-Ti-Zr; Mo-Nb-Ta-Ti
extreme_temperature_refractory,10,Mo-Nb-Ti-Zr,Refractory-alloy-like candidate,Refractory alloy concept,Refractory-alloy-like candidate,Refractory alloy concept,True,Ni-based superalloy,0.68,5,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Mo-Nb-Ti-Zr; Mo-Nb-Ti; Mo-Nb-Ta; Nb-Ti-Zr; Mo-Nb-Ta-Ti
extreme_temperature_refractory,11,Mo-Nb-Ta-Ti,Refractory-alloy-like candidate,Refractory alloy concept,Refractory-alloy-like candidate,Refractory alloy concept,True,Ni-based superalloy,0.68,5,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Mo-Nb-Ta-Ti; Mo-Nb-Ti; Mo-Nb-Ta; Nb-Ti-Zr; Mo-Nb-Ti-Zr
extreme_temperature_refractory,12,Co-Cr-W,Co-based high-temperature candidate,Co-based alloy,Co-based high-temperature candidate,Co-based alloy,True,Ni-based superalloy,0.58,7,exact; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys; fallback_elements_window; fallback_cobalt_pair_window; fallback_cobalt_pair_window,"Co-Cr-W; Co-Cr-Ni; Co-Cr-Mo; Co-Cr-Ni-W; ['Co', 'Cr', 'W']; ['Co', 'Cr']; ['Co', 'W']"
extreme_temperature_refractory,13,Co-Cr-Ni,Co-based high-temperature candidate,Co-based alloy,Co-based high-temperature candidate,Co-based alloy,True,Ni-based superalloy,0.58,7,exact; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys; fallback_elements_window; fallback_cobalt_pair_window; fallback_cobalt_pair_window,"Co-Cr-Ni; Co-Cr-W; Co-Cr-Mo; Co-Cr-Ni-W; ['Co', 'Cr', 'Ni']; ['Co', 'Cr']; ['Co', 'Ni']"
extreme_temperature_refractory,14,Co-Ni-W,Co-based high-temperature candidate,Co-based alloy,Co-based high-temperature candidate,Co-based alloy,True,Ni-based superalloy,0.58,7,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_elements_window,"Co-Ni-W; Co-Cr-W; Co-Cr-Ni; Co-Cr-Mo; Co-Cr-Ni-W; Co-Cr-W-Ni; ['Co', 'Ni', 'W']"
extreme_temperature_refractory,15,Co-Cr-Mo,Co-based high-temperature candidate,Co-based alloy,Co-based high-temperature candidate,Co-based alloy,True,Ni-based superalloy,0.58,7,exact; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys; fallback_elements_window; fallback_cobalt_pair_window; fallback_cobalt_pair_window,"Co-Cr-Mo; Co-Cr-W; Co-Cr-Ni; Co-Cr-Ni-W; ['Co', 'Cr', 'Mo']; ['Co', 'Cr']; ['Co', 'Mo']"
extreme_temperature_refractory,16,Co-Cr-Ni-W,Co-based high-temperature candidate,Co-based alloy,Co-based high-temperature candidate,Co-based alloy,True,Ni-based superalloy,0.58,9,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_elements_window; fallback_cobalt_pair_window; fallback_cobalt_pair_window,"Co-Cr-Ni-W; Co-Cr-W; Co-Cr-Ni; Co-Ni-W; Co-Cr-Mo; Co-Cr-W-Ni; ['Co', 'Cr', 'Ni', 'W']; ['Co', 'Cr']; ['Co', 'Ni']"
